address,href,parcel,price,rooms,sqm,zip,lon,lat
Kanaalstraat 81 I 1054 XB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40856026-kanaalstraat-81-i/?navigateSource=resultlist,51,400,3,51,1054,4.863642899999999,52.3621354
Sara Burgerhartstraat 10 H 1055 KX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732795-sara-burgerhartstraat-10-h/?navigateSource=resultlist,78,345,3,78,1055,4.850234899999999,52.38235
Steve Bikoplein 5 -II 1092 GM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40713177-steve-bikoplein-5-ii/?navigateSource=resultlist,72,450,3,72,1092,4.9238595,52.3557467
Wagenaarstraat 153 1093 CN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715980-wagenaarstraat-153/?navigateSource=resultlist,50,275,2,50,1093,4.9260262,52.3631678
Fokkezeil 101 1034 MX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751379-fokkezeil-101/?navigateSource=resultlist,75,225,3,75,1034,4.9238408,52.410758
Retiefstraat 21 1 1092 VV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40758259-retiefstraat-21-1/?navigateSource=resultlist,77,450,4,77,1092,4.92471,52.356153
Van Helt Stocadestraat 18 -1 1073 JC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40624572-van-helt-stocadestraat-18-1/?navigateSource=resultlist,68,375,4,68,1073,4.8965147,52.3494807
Jacques Veltmanstraat 81 1065 EG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621268-jacques-veltmanstraat-81/?navigateSource=resultlist,152,580,4,152,1065,4.8328483,52.3557667
Brittenburg 5 1082 BS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40674056-brittenburg-5/?navigateSource=resultlist,67,325,3,67,1082,4.8713294,52.3260563
Spadinalaan 5 1031 KB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40678770-spadinalaan-5/?navigateSource=resultlist,148,825,4,148,1031,4.9030611,52.3870908
Memlingstraat 7 - hs 1077 LP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40661960-memlingstraat-7-hs/?navigateSource=resultlist,242,1500,6,242,1077,4.874830999999999,52.350111
Brouwersgracht 106 +102 1013 GZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40511392-brouwersgracht-106-102/?navigateSource=resultlist,111,1050,2,111,1013,4.889808599999999,52.3800889
Westerdok 578 1013 BH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40855506-westerdok-578/?navigateSource=resultlist,67,450,2,67,1013,4.891895,52.38527449999999
Tussen Meer 160 1069 DV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744888-tussen-meer-160/?navigateSource=resultlist,72,245,3,72,1069,4.7926068,52.3569644
Pieter Calandlaan 1013 1069 SC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744436-pieter-calandlaan-1013/?navigateSource=resultlist,84,275,3,84,1069,4.7982345,52.3514112
Keizersgracht 259 E 1016 EC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40734477-keizersgracht-259-e/?navigateSource=resultlist,181,1385,7,181,1016,4.8852049,52.371603
Van Leijenberghlaan 16 A 1082 GM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40733804-van-leijenberghlaan-16-a/?navigateSource=resultlist,108,510,3,108,1082,4.8787976,52.3323172
Schollenbrugpad 60 1091 ST Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40730129-schollenbrugpad-60/?navigateSource=resultlist,94,600,2,94,1091,4.9136947,52.3509061
Ladogameerhof 12 1060 PJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40730001-ladogameerhof-12/?navigateSource=resultlist,108,295,4,108,1060,4.7799203,52.3511569
Keizersgracht 294 F 1016 EW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739274-keizersgracht-294-f/?navigateSource=resultlist,120,950,4,120,1016,4.884303099999999,52.37083519999999
Vrolikstraat 269 A 1091 VB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739033-vrolikstraat-269-a/?navigateSource=resultlist,95,700,4,95,1091,4.9164859,52.3558628
Klinkerweg 37 1033 PJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739630-klinkerweg-37/?navigateSource=resultlist,53,200,2,53,1033,4.8979722,52.4069241
Langswater 363 1069 EC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40738226-langswater-363/?navigateSource=resultlist,61,175,3,61,1069,4.790106900000001,52.3554959
Zeeburgerkade 154 1019 HJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737456-zeeburgerkade-154/?navigateSource=resultlist,107,595,2,107,1019,4.941457,52.36920689999999
Bosrankstraat 2 1032 LH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40725756-bosrankstraat-2/?navigateSource=resultlist,97,465,3,97,1032,4.9079201,52.3972343
Lou Jansenplein 55 III 1063 GW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714029-lou-jansenplein-55-iii/?navigateSource=resultlist,69,225,3,69,1063,4.8202794,52.3836012
Kanteel 1 1083 DA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714528-kanteel-1/?navigateSource=resultlist,85,530,3,85,1083,4.8814544,52.3257585
Oudezijds Voorburgwal 233 -B 1012 EZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712507-oudezijds-voorburgwal-233-b/?navigateSource=resultlist,96,650,3,96,1012,4.8948243,52.3698855
Langswater 577 1069 EE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711896-langswater-577/?navigateSource=resultlist,71,200,3,71,1069,4.7888632,52.3573771
Baarsjesweg 139 A 1057 HM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86175325-baarsjesweg-139-a/?navigateSource=resultlist,80,375,2,80,1057,4.863285299999999,52.3687938
Venetiëstraat 74 1019 NJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718695-venetiestraat-74/?navigateSource=resultlist,90,695,3,90,1019,4.948296399999999,52.3766531
Hoofdweg 138 IV 1057 DA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717186-hoofdweg-138-iv/?navigateSource=resultlist,104,500,4,104,1057,4.853436299999999,52.36450139999999
Adriaan van Bergenstraat 4 III 1056 JW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717796-adriaan-van-bergenstraat-4-iii/?navigateSource=resultlist,55,325,3,55,1056,4.8642833,52.3725645
Dikninge 111 1083 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716109-dikninge-111/?navigateSource=resultlist,74,390,3,74,1083,4.886593,52.3318741
Wilhelminastraat 40 II 1054 WJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40704209-wilhelminastraat-40-ii/?navigateSource=resultlist,50,385,3,50,1054,4.8657585,52.3623056
Amstelveenseweg 73 -IV 1075 VV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40793658-amstelveenseweg-73-iv/?navigateSource=resultlist,77,450,3,77,1075,4.8560909,52.3535051
Bos en Lommerweg 334 1061 DJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40758391-bos-en-lommerweg-334/?navigateSource=resultlist,97,400,3,97,1061,4.8386053,52.37876379999999
Haparandadam 2 E18 1013 AK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40635264-haparandadam-2-e18/?navigateSource=resultlist,130,825,4,130,1013,4.8791135,52.3958464
Circusplein 81 1033 ZJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40622744-circusplein-81/?navigateSource=resultlist,68,225,3,68,1033,4.8840233,52.417507
Lederambachtstraat 38 1069 HK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628182-lederambachtstraat-38/?navigateSource=resultlist,78,250,4,78,1069,4.7952109,52.3558181
Matrozenhof 27 1018 ZP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40627221-matrozenhof-27/?navigateSource=resultlist,51,325,2,51,1018,4.9154294,52.369777
Van der Palmkade 170 1051 RK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40611757-van-der-palmkade-170/?navigateSource=resultlist,80,500,3,80,1051,4.8725001,52.3807249
Plantage Muidergracht 120 1018 TW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40616013-plantage-muidergracht-120/?navigateSource=resultlist,78,489,3,78,1018,4.9155659,52.3638456
Omval 111 1096 AA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600436-omval-111/?navigateSource=resultlist,100,495,3,100,1096,4.9155209,52.3446027
Vrijzicht 85 1068 CG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40682924-vrijzicht-85/?navigateSource=resultlist,96,285,4,96,1068,4.8083208,52.3624441
Amsteldijk 16 boven 1074 HR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40681118-amsteldijk-16-boven/?navigateSource=resultlist,167,1095,5,167,1074,4.9039936,52.3574873
Frans van Mierisstraat 29 -III 1071 RJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40680368-frans-van-mierisstraat-29-iii/?navigateSource=resultlist,204,1595,5,204,1071,4.8839064,52.354730000000004
Rengerskerkestraat 26 1069 HV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40688508-rengerskerkestraat-26/?navigateSource=resultlist,103,350,3,103,1069,4.7935805,52.35507459999999
Prinsengracht 955 f 1017 KL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40676290-prinsengracht-955-f/?navigateSource=resultlist,61,498,2,61,1017,4.8922538,52.3623394
Sam van Houtenstraat 197 F 1067 JG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40540174-sam-van-houtenstraat-197-f/?navigateSource=resultlist,125,375,4,125,1067,4.800704,52.3791749
M. Gandhilaan 37 1069 NC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40549301-m-gandhilaan-37/?navigateSource=resultlist,78,275,3,78,1069,4.7777134,52.3547586
Leidsegracht 82 N 1016 CR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40538768-leidsegracht-82-n/?navigateSource=resultlist,98,575,2,98,1016,4.8817284,52.3660159
Eerste Constantijn Huygensstraat 28 -G 1054 BR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40596483-eerste-constantijn-huygensstraat-28-g/?navigateSource=resultlist,117,750,3,117,1054,4.8736393,52.3649455
Langswater 730 1069 EG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40856034-langswater-730/?navigateSource=resultlist,61,175,3,61,1069,4.7885142,52.3582202
Tuigerstraat 36 1033 PH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744387-tuigerstraat-36/?navigateSource=resultlist,60,225,2,60,1033,4.897758,52.406357
Lambertus Zijlplein 101 1067 JR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40733043-lambertus-zijlplein-101/?navigateSource=resultlist,101,275,3,101,1067,4.8013981,52.378606
Baden Powellweg 14 A 1069 KW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732686-baden-powellweg-14-a/?navigateSource=resultlist,97,315,4,97,1069,4.7939327,52.3511029
Quinten Massijsstraat 20 II 1077 MD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40731140-quinten-massijsstraat-20-ii/?navigateSource=resultlist,125,695,5,125,1077,4.8750753,52.3476381
Treilerhof 38 1034 CB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40730159-treilerhof-38/?navigateSource=resultlist,75,250,4,75,1034,4.9108558,52.40735410000001
Langswater 494 1069 ED Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739042-langswater-494/?navigateSource=resultlist,71,175,3,71,1069,4.7896078,52.3565899
Jephtastraat 65 -IV 1055 JS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40736947-jephtastraat-65-iv/?navigateSource=resultlist,80,225,4,80,1055,4.8454039,52.3811772
Liendenhof 113 1108 HE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40725428-liendenhof-113/?navigateSource=resultlist,124,295,4,124,1108,4.983733,52.3088231
Veembroederhof 243 1019 HD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714044-veembroederhof-243/?navigateSource=resultlist,82,450,3,82,1019,4.9244653,52.3764005
Wittgensteinlaan 43 1062 KA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711805-wittgensteinlaan-43/?navigateSource=resultlist,94,425,3,94,1062,4.8353803,52.3551853
Duinluststraat 17 1024 VH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710927-duinluststraat-17/?navigateSource=resultlist,85,275,3,85,1024,4.954191499999999,52.3955758
Baden Powellweg 89 1069 LD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718746-baden-powellweg-89/?navigateSource=resultlist,92,225,4,92,1069,4.795647499999999,52.3483874
Bep van Klaverenboulevard 54 1034 WP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715267-bep-van-klaverenboulevard-54/?navigateSource=resultlist,99,275,3,99,1034,4.9180716,52.4031767
Lucellestraat 36 II 1055 JA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40704054-lucellestraat-36-ii/?navigateSource=resultlist,60,295,2,60,1055,4.849543499999999,52.3798146
Alfred Döblinstraat 166 1102 VN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40793119-alfred-doblinstraat-166/?navigateSource=resultlist,70,210,3,70,1102,4.945716099999999,52.3201377
Prinsengracht 491 B 1016 HR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751342-prinsengracht-491-b/?navigateSource=resultlist,161,1400,3,161,1016,4.8830899,52.3694873
Nicolaas Anslijnstraat 135 1068 WV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751363-nicolaas-anslijnstraat-135/?navigateSource=resultlist,81,250,3,81,1068,4.808121799999999,52.3574459
Bestevâerstraat 215 HS 1055 TM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751716-bestevaerstraat-215-hs/?navigateSource=resultlist,60,325,4,60,1055,4.857375,52.379498
Jesse Owenshof 6 1034 WT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40637570-jesse-owenshof-6/?navigateSource=resultlist,103,350,4,103,1034,4.921065899999999,52.40350309999999
Prins Hendrikkade 132 E 1011 AR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621866-prins-hendrikkade-132-e/?navigateSource=resultlist,136,900,4,136,1011,4.9053547,52.3737624
Spadinalaan 6 1031 KB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620856-spadinalaan-6/?navigateSource=resultlist,98,595,3,98,1031,4.9030543,52.3870893
Amstelvlietstraat 171 1096 GG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40627268-amstelvlietstraat-171/?navigateSource=resultlist,149,795,4,149,1096,4.919942499999999,52.3384744
Winthontstraat 10 1013 BR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40625218-winthontstraat-10/?navigateSource=resultlist,79,550,3,79,1013,4.8925759,52.3845102
Eastonstraat 200 1068 JG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40617896-eastonstraat-200/?navigateSource=resultlist,92,275,4,92,1068,4.8132426,52.3564912
Korte Geuzenstraat 11 III 1056 KR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40603860-korte-geuzenstraat-11-iii/?navigateSource=resultlist,85,400,3,85,1056,4.8647851,52.3711102
John Blankensteinstraat 169 -A 1095 MB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40602771-john-blankensteinstraat-169-a/?navigateSource=resultlist,122,549,5,122,1095,4.967978899999999,52.373936
Overtoom 34 II 1054 HK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40609752-overtoom-34-ii/?navigateSource=resultlist,129,799.011,4,129,1054,4.8769022,52.3634267
Graafschapstraat 102 1079 PE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86062180-graafschapstraat-102/?navigateSource=resultlist,163,850,5,163,1079,4.894216699999999,52.3391497
Hammarbystraat 14 +PP 1031 KD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86062178-hammarbystraat-14-pp/?navigateSource=resultlist,108,695,3,108,1031,4.901783399999999,52.3863522
Nieuwevaart 99 1018 AA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40684762-nieuwevaart-99/?navigateSource=resultlist,175,1150.011,5,175,1018,4.914734999999999,52.3701787
Spadinalaan 54 1031 KB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40674148-spadinalaan-54/?navigateSource=resultlist,92,750,3,92,1031,4.9014087,52.3867445
Nieuwezijds Voorburgwal 157 -III-IV 1012 RK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40673752-nieuwezijds-voorburgwal-157-iii-iv/?navigateSource=resultlist,121,785,5,121,1012,4.8909958,52.3723981
Admiraal De Ruijterweg 400 Huis 1055 ND Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40678264-admiraal-de-ruijterweg-400-huis/?navigateSource=resultlist,140,720,5,140,1055,4.8512954,52.3827529
Ardennenlaan 188 1066 SE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40526101-ardennenlaan-188/?navigateSource=resultlist,141,750,4,141,1066,4.8113657,52.3461551
Herengracht 455 F 1017 BS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40512021-herengracht-455-f/?navigateSource=resultlist,79,649,3,79,1017,4.8891667,52.3666226
Eerste Helmersstraat 98 C 1054 EG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40581892-eerste-helmersstraat-98-c/?navigateSource=resultlist,99,615,4,99,1054,4.8721941,52.3628021
Rijnstraat 60 III 1079 HJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40444010-rijnstraat-60-iii/?navigateSource=resultlist,62,345.011,3,62,1079,4.9051073,52.34593229999999
Roompotstraat 6 1078 KV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744370-roompotstraat-6/?navigateSource=resultlist,150,985,7,150,1078,4.8881206,52.345642
Assumburg 10 1081 GC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86192763-assumburg-10/?navigateSource=resultlist,87,375,3,87,1081,4.8680164,52.3283786
Dusartstraat 38 III+IV 1072 HT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737810-dusartstraat-38-iii-iv/?navigateSource=resultlist,74,495,2,74,1072,4.8892356,52.3516499
Derde Kostverlorenkade 21 -II 1054 TP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714021-derde-kostverlorenkade-21-ii/?navigateSource=resultlist,55,350,3,55,1054,4.8568991,52.3599717
Veembroederhof 209 +PP 1019 HD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86173917-veembroederhof-209-pp/?navigateSource=resultlist,119,595,2,119,1019,4.92442,52.3764004
Compagniestraat 29 1018 HM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715134-compagniestraat-29/?navigateSource=resultlist,60,335,2,60,1018,4.924345,52.3695156
Rheastraat 2 1076 DS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86074370-rheastraat-2/?navigateSource=resultlist,128,1200,3,128,1076,4.8544348,52.34584049999999
Prinsengracht 532 D 1017 KJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40548109-prinsengracht-532-d/?navigateSource=resultlist,177,1600,5,177,1017,4.8865335,52.3631908
Geldersekade 37 -2 1011 EJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40427748-geldersekade-37-2/?navigateSource=resultlist,96,595,3,96,1011,4.902299900000001,52.3753675
Jacob van Lennepkade 75 ll 1054 ZH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40855249-jacob-van-lennepkade-75-ll/?navigateSource=resultlist,65,425,2,65,1054,4.873765,52.36539
Haarlemmerstraat 99 1013 EM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86219503-haarlemmerstraat-99/?navigateSource=resultlist,116,795,3,116,1013,4.8906501,52.3806096
Spinnekop 17 1035 CK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744658-spinnekop-17/?navigateSource=resultlist,94,275,4,94,1035,4.8909747,52.4176262
Trompenburgstraat 127 I 1079 TW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718570-trompenburgstraat-127-i/?navigateSource=resultlist,72,450,4,72,1079,4.9059031,52.34376409999999
Hofwijckstraat 22 I 1055 GG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716611-hofwijckstraat-22-i/?navigateSource=resultlist,70,325,3,70,1055,4.8506282,52.3797291
Elisabeth Wolffstraat 14 4 1052 RR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40759028-elisabeth-wolffstraat-14-4/?navigateSource=resultlist,80,550,3,80,1052,4.8668751,52.3704896
Van Eeghenstraat 61 hs 1071 EW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40549959-van-eeghenstraat-61-hs/?navigateSource=resultlist,194,1800,7,194,1071,4.873922299999999,52.35750969999999
Saxen-Weimarlaan 41 A 1075 BZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40513853-saxen-weimarlaan-41-a/?navigateSource=resultlist,189,1695,5,189,1075,4.8576704,52.3521511
Erasmusgracht 21 H 1056 BB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732600-erasmusgracht-21-h/?navigateSource=resultlist,52,299,2,52,1056,4.8468415,52.3750563
Kanteel 12 1083 DA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751639-kanteel-12/?navigateSource=resultlist,131,699,4,131,1083,4.881473199999999,52.325399
Jan de Jonghstraat 77 1063 MB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40622263-jan-de-jonghstraat-77/?navigateSource=resultlist,66,240,3,66,1063,4.8248426,52.3793847
Spadinalaan 123 1031 KB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628124-spadinalaan-123/?navigateSource=resultlist,140,850,4,140,1031,4.9004445,52.3865675
Jacob van Lennepkade 408 HS 1053 NN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86076467-jacob-van-lennepkade-408-hs/?navigateSource=resultlist,146,1100,4,146,1053,4.859166,52.362213
Emmastraat 29 III 1071 JB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696288-emmastraat-29-iii/?navigateSource=resultlist,162,1150,4,162,1071,4.8696377,52.3533571
Brouwersgracht 176 H 1013 HB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40681260-brouwersgracht-176-h/?navigateSource=resultlist,123,795,3,123,1013,4.888189,52.3812116
Van Woustraat 45 -II 1074 AB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40674848-van-woustraat-45-ii/?navigateSource=resultlist,66,450,3,66,1074,4.9005448,52.3559925
Tretjakovlaan 6 1064 PR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40525912-tretjakovlaan-6/?navigateSource=resultlist,91,425,3,91,1064,4.830604,52.366173
Willeskopstraat 121 1107 KN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739952-willeskopstraat-121/?navigateSource=resultlist,65,185,3,65,1107,4.986526599999999,52.2949734
Arènpalmstraat 4 1104 DB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40736787-arenpalmstraat-4/?navigateSource=resultlist,164,425,4,164,1104,4.9822761,52.3206639
Gaffelaarspad 11 1081 KK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711503-gaffelaarspad-11/?navigateSource=resultlist,102,545,4,102,1081,4.8566502,52.3330468
Brouwersgracht 138 A 1013 HA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717299-brouwersgracht-138-a/?navigateSource=resultlist,124,1e3,3,124,1013,4.889304699999999,52.3803973
Bolestein 254 1081 EB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717190-bolestein-254/?navigateSource=resultlist,93,415,4,93,1081,4.858233600000001,52.3257468
Jacob Burggraafstraat 78 1018 WA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716412-jacob-burggraafstraat-78/?navigateSource=resultlist,100,475,2,100,1018,4.9229265,52.3717659
Bennebroekstraat 36 bg 1058 LM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715246-bennebroekstraat-36-bg/?navigateSource=resultlist,70,450,3,70,1058,4.8470625,52.3529384
Wodanstraat 16 1076 CD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40762821-wodanstraat-16/?navigateSource=resultlist,145,1200,5,145,1076,4.861209,52.3432863
Leeuwendalersweg 594 1061 BH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40604022-leeuwendalersweg-594/?navigateSource=resultlist,112,475,5,112,1061,4.8382068,52.3774927
Joos Banckersplantsoen 31 +PP 1056 LC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600822-joos-banckersplantsoen-31-pp/?navigateSource=resultlist,111,600,4,111,1056,4.8561537,52.3757814
Frans Halsstraat 29 (I) 1072 BK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40607978-frans-halsstraat-29-i/?navigateSource=resultlist,90,575,4,90,1072,4.8889646,52.3571666
Prinsengracht 341 III 1016 HK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40681997-prinsengracht-341-iii/?navigateSource=resultlist,53,495,2,53,1016,4.8832525,52.3723533
Rubensstraat 72 2 1077 NA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40460850-rubensstraat-72-2/?navigateSource=resultlist,224,1500,7,224,1077,4.8736244,52.34593229999999
Lijnbaansgracht 369 D 1017 XB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40730413-lijnbaansgracht-369-d/?navigateSource=resultlist,113,725,1,113,1017,4.8944376,52.3600297
Courbetstraat 9 III 1077 ZP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739480-courbetstraat-9-iii/?navigateSource=resultlist,100,649,4,100,1077,4.8706934,52.3450421
Elandsgracht 68 2 1016 TX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86178254-elandsgracht-68-2/?navigateSource=resultlist,102,825,3,102,1016,4.8809873,52.3699355
Lindengracht 332 1015 KN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714421-lindengracht-332/?navigateSource=resultlist,75,525,3,75,1015,4.8810435,52.379827
Gillis van Ledenberchstraat 34 E 1052 VH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712665-gillis-van-ledenberchstraat-34-e/?navigateSource=resultlist,175,1e3,4,175,1052,4.8722344,52.3770388
Lumeijstraat 9 III/IV 1056 VS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711158-lumeijstraat-9-iii-iv/?navigateSource=resultlist,174,850,8,174,1056,4.8611954,52.37259419999999
Mercatorplein 36 F 1056 CL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711665-mercatorplein-36-f/?navigateSource=resultlist,90,475,3,90,1056,4.851196,52.3704293
Korte Geuzenstraat 99 hs 1056 KS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40759847-korte-geuzenstraat-99-hs/?navigateSource=resultlist,106,475,4,106,1056,4.8649929,52.3709224
Johannes Vermeerstraat 53 3 + 4 1071 DM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40759686-johannes-vermeerstraat-53-3-4/?navigateSource=resultlist,132,1150,4,132,1071,4.8842371,52.3559423
Schimmelstraat 18 III 1053 TG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40758844-schimmelstraat-18-iii/?navigateSource=resultlist,65,465,3,65,1053,4.8656578,52.3687526
