address,href,parcel,price,rooms,sqm,zip,lon,lat
Blauwvoetstraat 65 1061 BM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40690890-blauwvoetstraat-65/?navigateSource=resultlist,128,525,4,128,1061,4.839588300000001,52.3780251
Nieuwe Uilenburgerstraat 15 F 1011 LM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696336-nieuwe-uilenburgerstraat-15-f/?navigateSource=resultlist,64,435,2,64,1011,4.9063278,52.3709357
Eosstraat 9 hs 1076 DK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40683123-eosstraat-9-hs/?navigateSource=resultlist,85,645,3,85,1076,4.8567707,52.34611109999999
Eerste Jacob van Campenstraat 50 H 1072 BH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40680697-eerste-jacob-van-campenstraat-50-h/?navigateSource=resultlist,134,750,4,134,1072,4.8896404,52.3573341
Saxen-Weimarlaan 8 A 2 1075 CA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40689291-saxen-weimarlaan-8-a-2/?navigateSource=resultlist,87,795,3,87,1075,4.856353299999999,52.3541937
Stadionweg 61 /III 1077 SC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40687321-stadionweg-61-iii/?navigateSource=resultlist,150,975,4,150,1077,4.8751104,52.3466317
Wagenaarstraat 495 1093 CN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40672712-wagenaarstraat-495/?navigateSource=resultlist,90,399,4,90,1093,4.9296598,52.36388299999999
Johannes Vermeerstraat 50 bov 1071 DT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40676572-johannes-vermeerstraat-50-bov/?navigateSource=resultlist,228,1299,8,228,1071,4.8842342,52.3544143
Willemsparkweg 64 huis 1071 HK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40663370-willemsparkweg-64-huis/?navigateSource=resultlist,257,1925,7,257,1071,4.875141000000001,52.3573808
Tintorettostraat 5 I + III 1077 RM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40660088-tintorettostraat-5-i-iii/?navigateSource=resultlist,152,960,6,152,1077,4.870791,52.3471303
Beethovenstraat 190 III 1077 JX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40666079-beethovenstraat-190-iii/?navigateSource=resultlist,161,900,4,161,1077,4.8762548,52.3423008
Leonard Bernsteinstraat 60 C 1082 MR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40529556-leonard-bernsteinstraat-60-c/?navigateSource=resultlist,117,899,3,117,1082,4.8724754,52.3359578
Bos en Lommerweg 374 1061 DJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40586867-bos-en-lommerweg-374/?navigateSource=resultlist,191,689,3,191,1061,4.8389317,52.3787111
Grote Bickersstraat 100 1013 KS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40460734-grote-bickersstraat-100/?navigateSource=resultlist,248,2450,4,248,1013,4.8900131,52.3867406
Tweede Jan Steenstraat 54 III 1074 CP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-49333251-tweede-jan-steenstraat-54-iii/?navigateSource=resultlist,59,425,3,59,1074,4.901047699999999,52.3562629
1e Kekerstraat 147 1104 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86192942-1e-kekerstraat-147/?navigateSource=resultlist,118,275,3,118,1104,4.9814782,52.3137343
Bos en Lommerweg 348 1061 DJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86047470-bos-en-lommerweg-348/?navigateSource=resultlist,107,399,3,107,1061,4.8387195,52.3787453
Mary van der Sluisstraat 276 1095 ME Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712007-mary-van-der-sluisstraat-276/?navigateSource=resultlist,108,499,3,108,1095,4.963289,52.37444259999999
Balboastraat 44 HS 1057 VX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40856077-balboastraat-44-hs/?navigateSource=resultlist,51,349,3,51,1057,4.853474299999999,52.3690106
Hoofdweg 174 III/IV 1057 DC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739899-hoofdweg-174-iii-iv/?navigateSource=resultlist,92,470,3,92,1057,4.8533889,52.3654788
Ben Viljoenstraat 29 1091 XS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40738535-ben-viljoenstraat-29/?navigateSource=resultlist,54,275,3,54,1091,4.915887199999999,52.3529448
Tongelaer 17 II 1083 BV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40712989-tongelaer-17-ii/?navigateSource=resultlist,66,340,3,66,1083,4.883995700000001,52.32674
Vierwindenstraat 233 1013 CW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711910-vierwindenstraat-233/?navigateSource=resultlist,88,625,4,88,1013,4.8863613,52.38756069999999
Huidekoperstraat 22 -D 1017 ZM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40719385-huidekoperstraat-22-d/?navigateSource=resultlist,74,500,3,74,1017,4.8975157,52.3590636
Orteliusstraat 243 H 1056 NS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718508-orteliusstraat-243-h/?navigateSource=resultlist,64,429,4,64,1056,4.8484080999999994,52.37131
Overtoom 495 IV 1054 LG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86113304-overtoom-495-iv/?navigateSource=resultlist,82,539,2,82,1054,4.8575687,52.3581268
Nieuwmarkt 7 E 1011 JP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40757277-nieuwmarkt-7-e/?navigateSource=resultlist,56,439,3,56,1011,4.9010833,52.3725051
Gulden Winckelplantsoen 32 -II 1055 EN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40647130-gulden-winckelplantsoen-32-ii/?navigateSource=resultlist,51,235,3,51,1055,4.8470892,52.378621
Berenstraat 13 B 1016 GG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86090552-berenstraat-13-b/?navigateSource=resultlist,50,375,2,50,1016,4.8837361,52.3703385
Grevelingenstraat 9 2 1078 KM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40636989-grevelingenstraat-9-2/?navigateSource=resultlist,135,799,4,135,1078,4.889365,52.3457636
Hoofdweg 168 I 1057 DC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40621584-hoofdweg-168-i/?navigateSource=resultlist,58,360,2,58,1057,4.8534745,52.3653346
KNSM-laan 525 1019 LG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620044-knsm-laan-525/?navigateSource=resultlist,88,550,3,88,1019,4.941665,52.3774642
Roelof Hartstraat 15 -D 1071 VE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40620747-roelof-hartstraat-15-d/?navigateSource=resultlist,72,495,3,72,1071,4.8849846,52.35249839999999
Houthavenkade 95 1014 ZB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40601410-houthavenkade-95/?navigateSource=resultlist,197,1170,7,197,1014,4.879709,52.395612
Brouwersgracht 819 1015 GK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86063011-brouwersgracht-819/?navigateSource=resultlist,101,700,3,101,1015,4.8835195,52.3829473
Overtoom 268 hs 1054 JB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40690636-overtoom-268-hs/?navigateSource=resultlist,223,1515,3,223,1054,4.8692759,52.3612112
Plantage Muidergracht 157 Hs 1018 TT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40697646-plantage-muidergracht-157-hs/?navigateSource=resultlist,210,1450,5,210,1018,4.9175467,52.36396140000001
Lauriergracht 47 /F 1016 RG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40689593-lauriergracht-47-f/?navigateSource=resultlist,411,3450,8,411,1016,4.8805841,52.3711879
Singel 174 /A 1015 AJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40672397-singel-174-a/?navigateSource=resultlist,94,725,4,94,1015,4.889192,52.3748375
John Blankensteinstraat 173 -B 1095 MB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40661818-john-blankensteinstraat-173-b/?navigateSource=resultlist,162,739,5,162,1095,4.964583999999999,52.3758912
Eerste Atjehstraat 124 I en II 1094 KT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40534675-eerste-atjehstraat-124-i-en-ii/?navigateSource=resultlist,120,649,6,120,1094,4.9371757,52.3625277
Gijsbrecht van IJselsteinstraat 183 1082 KH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40596240-gijsbrecht-van-ijselsteinstraat-183/?navigateSource=resultlist,114,625,4,114,1082,4.8714382999999994,52.3305687
Rapenburgerstraat 73 E2 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587881-rapenburgerstraat-73-e2/?navigateSource=resultlist,51,465,2,51,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 D1 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587884-rapenburgerstraat-73-d1/?navigateSource=resultlist,52,415,2,52,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 D6 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587870-rapenburgerstraat-73-d6/?navigateSource=resultlist,56,435,2,56,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 A5 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587731-rapenburgerstraat-73-a5/?navigateSource=resultlist,50,445,2,50,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 A4 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587734-rapenburgerstraat-73-a4/?navigateSource=resultlist,56,485,2,56,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 A3 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587726-rapenburgerstraat-73-a3/?navigateSource=resultlist,77,600,3,77,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 A2 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587724-rapenburgerstraat-73-a2/?navigateSource=resultlist,58,510,2,58,1011,4.9084184,52.36916429999999
Rapenburgerstraat 73 C6 1011 VK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40587711-rapenburgerstraat-73-c6/?navigateSource=resultlist,55,420,2,55,1011,4.9084184,52.36916429999999
Bilderdijkstraat 203 1 1053 KS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40436461-bilderdijkstraat-203-1/?navigateSource=resultlist,108,850,5,108,1053,4.8730212999999996,52.3663876
Kolfschotenstraat 68 1104 PA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-85733565-kolfschotenstraat-68/?navigateSource=resultlist,72,225,3,72,1104,4.9704891,52.316965
Amstelveenseweg 611 a + PP 1081 JD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40736075-amstelveenseweg-611-a-pp/?navigateSource=resultlist,85,450,4,85,1081,4.857708500000001,52.3316495
Eosstraat 9 -3 1076 DK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40731851-eosstraat-9-3/?navigateSource=resultlist,104,599,5,104,1076,4.8567707,52.34611109999999
Plantage Doklaan 32 -III 1018 CN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40731654-plantage-doklaan-32-iii/?navigateSource=resultlist,80,649,4,80,1018,4.9123909,52.368223
Trouringhstraat 20 III 1055 HB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739469-trouringhstraat-20-iii/?navigateSource=resultlist,50,295,3,50,1055,4.8477492,52.3789874
Katwijkstraat 5 hs 1059 XL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737432-katwijkstraat-5-hs/?navigateSource=resultlist,58,425,2,58,1059,4.8472632,52.350926
Derde Oosterparkstraat 329 1092 EA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40725654-derde-oosterparkstraat-329/?navigateSource=resultlist,105,535,4,105,1092,4.9251609,52.3588503
Pretoriusstraat 91 III+IV 1092 GD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714483-pretoriusstraat-91-iii-iv/?navigateSource=resultlist,87,395,4,87,1092,4.920824,52.35435
Wilhelminastraat 100 III 1054 WN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40711408-wilhelminastraat-100-iii/?navigateSource=resultlist,65,415,3,65,1054,4.863329999999999,52.36170869999999
Rijnstraat 111 I 1079 HA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718691-rijnstraat-111-i/?navigateSource=resultlist,126,795,6,126,1079,4.906249,52.3443407
Fokke Simonszstraat 37 -III+IV 1017 TE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40718590-fokke-simonszstraat-37-iii-iv/?navigateSource=resultlist,54,365,3,54,1017,4.8936097,52.360314700000004
Klaprozenweg 47 C2* 1032 KK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717176-klaprozenweg-47-c2/?navigateSource=resultlist,140,625,4,140,1032,4.9047376,52.3992721
Karthuizersdwarsstraat 24 1015 KP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86179226-karthuizersdwarsstraat-24/?navigateSource=resultlist,158,1075,5,158,1015,4.8811254,52.3790904
Prinsengracht 368 A 1016 JA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40647975-prinsengracht-368-a/?navigateSource=resultlist,68,675,3,68,1016,4.882136099999999,52.3677163
Assendelftstraat 45 1013 SN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623532-assendelftstraat-45/?navigateSource=resultlist,79,439,3,79,1013,4.8791947,52.388654
Raphaëlstraat 8 -hs 1077 PR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623425-raphaelstraat-8-hs/?navigateSource=resultlist,119,925,6,119,1077,4.8695808,52.34990269999999
Hartenstraat 11 I/II 1016 BZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623424-hartenstraat-11-i-ii/?navigateSource=resultlist,180,1100,6,180,1016,4.8862253,52.37226339999999
Rozengracht 247 A 1016 SX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86064101-rozengracht-247-a/?navigateSource=resultlist,150,849,5,150,1016,4.875141999999999,52.371874
Daniël Stalpertstraat 86 H 1072 XL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86056552-daniel-stalpertstraat-86-h/?navigateSource=resultlist,193,1050,5,193,1072,4.8913667,52.3560713
Gustav Mahlerplein 153 1082 MS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40676755-gustav-mahlerplein-153/?navigateSource=resultlist,112,850,3,112,1082,4.8733355,52.3364506
Von Zesenstraat 170 1093 BJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86195321-von-zesenstraat-170/?navigateSource=resultlist,67,350,3,67,1093,4.924903,52.3638825
George Gershwinlaan 159 1082 MT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40624694-george-gershwinlaan-159/?navigateSource=resultlist,135,660,4,135,1082,4.872520199999999,52.3358164
Kostverlorenstraat 19 -D 1052 GT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40602138-kostverlorenstraat-19-d/?navigateSource=resultlist,231,1650,4,231,1052,4.8737118,52.3787609
Rhijnvis Feithstraat 60 -hs 1054 VA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40694546-rhijnvis-feithstraat-60-hs/?navigateSource=resultlist,96,685,4,96,1054,4.860004399999999,52.35907109999999
Apollolaan 95 hs 1077 AM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40676651-apollolaan-95-hs/?navigateSource=resultlist,231,1500,8,231,1077,4.8777099,52.3503959
Recht Boomssloot 41 -BG + I 1011 CS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40647182-recht-boomssloot-41-bg-i/?navigateSource=resultlist,184,998,4,184,1011,4.9025998,52.3725466
Recht Boomssloot 41 BG + I 1011 CS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40628806-recht-boomssloot-41-bg-i/?navigateSource=resultlist,184,998,4,184,1011,4.9026992,52.37267000000001
Vossiusstraat 16 H 1071 AC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696196-vossiusstraat-16-h/?navigateSource=resultlist,203,1675,6,203,1071,4.880829299999999,52.3610617
Cornelis Schuytstraat 50 -boven 1071 JL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40521505-cornelis-schuytstraat-50-boven/?navigateSource=resultlist,214,2075,4,214,1071,4.871741099999999,52.3541244
Looiersgracht 10 -1 1016 VS Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40593092-looiersgracht-10-1/?navigateSource=resultlist,160,1395,4,160,1016,4.8820631,52.3689025
Minervalaan 52 2 1077 PC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86085639-minervalaan-52-2/?navigateSource=resultlist,122,1045,4,122,1077,4.8721691,52.3477445
Inzet 5 1068 RC Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40856107-inzet-5/?navigateSource=resultlist,60,225,2,60,1068,4.8037557,52.35568980000001
Orteliusstraat 280 I 1056 PM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40855785-orteliusstraat-280-i/?navigateSource=resultlist,51,315,3,51,1056,4.8482869,52.3723851
Gillis van Ledenberchstraat 118 D 1052 VL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744238-gillis-van-ledenberchstraat-118-d/?navigateSource=resultlist,90,625,3,90,1052,4.8707962,52.3756934
Elandsstraat 52 1016 SG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732219-elandsstraat-52/?navigateSource=resultlist,96,750,3,96,1016,4.8805843,52.3705413
Wijttenbachstraat 281 1093 HX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732000-wijttenbachstraat-281/?navigateSource=resultlist,71,375,3,71,1093,4.9288669999999994,52.3610398
Ruysdaelstraat 108 D 1071 XH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739970-ruysdaelstraat-108-d/?navigateSource=resultlist,176,1475,4,176,1071,4.8801404,52.3534801
Wamberg 38 1083 CW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739790-wamberg-38/?navigateSource=resultlist,117,469,4,117,1083,4.8860239,52.3277013
Anjeliersstraat 16 -B 1015 NH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40738832-anjeliersstraat-16-b/?navigateSource=resultlist,75,595,3,75,1015,4.885392899999999,52.3782653
Ilperveldstraat 2 1024 PG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737957-ilperveldstraat-2/?navigateSource=resultlist,98,325,4,98,1024,4.9437483,52.39407449999999
Pieter de Hoochstraat 9 D 1071 ED Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40714231-pieter-de-hoochstraat-9-d/?navigateSource=resultlist,206,4600,4,206,1071,4.8852909,52.3569143
Spuistraat 58 -3 1012 TV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40713827-spuistraat-58-3/?navigateSource=resultlist,157,1075,4,157,1012,4.8921645,52.3760814
Sijlhoff 44 III 1082 ER Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710112-sijlhoff-44-iii/?navigateSource=resultlist,138,575,4,138,1082,4.873489999999999,52.3252205
Jan Zijvertszstraat 1 H 1067 XH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40710885-jan-zijvertszstraat-1-h/?navigateSource=resultlist,69,279,4,69,1067,4.8054479,52.37836619999999
Ruimzicht 24 1068 CL Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40717312-ruimzicht-24/?navigateSource=resultlist,96,315,4,96,1068,4.8070888,52.3623482
Keizersgracht 216 E 1016 DZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40716067-keizersgracht-216-e/?navigateSource=resultlist,105,795,3,105,1016,4.884380999999999,52.3733832
Herengracht 189 C 1016 BE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40715304-herengracht-189-c/?navigateSource=resultlist,85,789,3,85,1016,4.887906399999999,52.37423889999999
Saskia van Uijlenburgkade 65 1058 GA Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40704520-saskia-van-uijlenburgkade-65/?navigateSource=resultlist,158,975,4,158,1058,4.8451357,52.3562695
Nieuwe Looiersstraat 116 1017 VE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40793500-nieuwe-looiersstraat-116/?navigateSource=resultlist,52,345,2,52,1017,4.8944619,52.3604792
Da Costakade 10 C 1052 SJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751046-da-costakade-10-c/?navigateSource=resultlist,132,899,4,132,1052,4.8722609,52.3722305
Alkmaarstraat 197 1024 TN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40757298-alkmaarstraat-197/?navigateSource=resultlist,77,295,3,77,1024,4.948892799999999,52.395062
De Clercqstraat 56 I 1052 NH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623457-de-clercqstraat-56-i/?navigateSource=resultlist,67,430,3,67,1052,4.8697208,52.3709432
Lootsstraat 12 -A 1053 NX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40623462-lootsstraat-12-a/?navigateSource=resultlist,55,335,2,55,1053,4.8607679,52.3640886
Eerste Helmersstraat 207 A 1054 DW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40622977-eerste-helmersstraat-207-a/?navigateSource=resultlist,136,799,4,136,1054,4.8672783,52.3613515
Hoofddorpplein 18 I 1058 PD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40627500-hoofddorpplein-18-i/?navigateSource=resultlist,65,385,3,65,1058,4.850071,52.35176569999999
Warmondstraat 122 H 1058 KZ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40611290-warmondstraat-122-h/?navigateSource=resultlist,160,895,6,160,1058,4.8492694,52.3546923
Kloveniersburgwal 127 II 1011 KD Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40610558-kloveniersburgwal-127-ii/?navigateSource=resultlist,52,425,2,52,1011,4.8966236,52.3682115
Kromme-Mijdrechtstraat 91 2 1079 KT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40618067-kromme-mijdrechtstraat-91-2/?navigateSource=resultlist,55,335,2,55,1079,4.9118084,52.3449111
Osdorpplein 75 1068 EK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40618438-osdorpplein-75/?navigateSource=resultlist,92,300,3,92,1068,4.8068205,52.359291
Wagenaarstraat 318 1093 CX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40604133-wagenaarstraat-318/?navigateSource=resultlist,105,520,4,105,1093,4.9276544,52.3633
Toldwarsstraat 16 Hs 1073 RR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40604657-toldwarsstraat-16-hs/?navigateSource=resultlist,113,675,4,113,1073,4.901148399999999,52.3518067
Uithoornstraat 2 A-huis 1078 SX Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40608263-uithoornstraat-2-a-huis/?navigateSource=resultlist,116,685,5,116,1078,4.9100625,52.3478071
Koninginneweg 193 Hs 1075 CR Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696383-koninginneweg-193-hs/?navigateSource=resultlist,243,1595,6,243,1075,4.8607039,52.35246919999999
Jacob van Lennepstraat 69 I 1053 HE Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40696078-jacob-van-lennepstraat-69-i/?navigateSource=resultlist,69,489,3,69,1053,4.872389,52.365934
Dijkgraafplein 379 1069 EV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86034654-dijkgraafplein-379/?navigateSource=resultlist,101,275,4,101,1069,4.7853055,52.3555974
Sarphatistraat 478 1018 GW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86963668-sarphatistraat-478/?navigateSource=resultlist,124,770,5,124,1018,4.918830799999999,52.36331029999999
Willem de Zwijgerlaan 88 III 1056 JT Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40751827-willem-de-zwijgerlaan-88-iii/?navigateSource=resultlist,56,300,4,56,1056,4.863786,52.3730412
Eerste Oosterparkstraat 75 1091 GW Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40600869-eerste-oosterparkstraat-75/?navigateSource=resultlist,119,799,5,119,1091,4.9098361,52.3562568
Nachtwachtlaan 124 1058 ED Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40605250-nachtwachtlaan-124/?navigateSource=resultlist,98,435,4,98,1058,4.843308299999999,52.36105509999999
Talbotstraat 179 1087 DM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40695357-talbotstraat-179/?navigateSource=resultlist,88,375,3,88,1087,4.9955789,52.3584222
Spadinalaan 33 1031 KB Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40684232-spadinalaan-33/?navigateSource=resultlist,80,515,3,80,1031,4.9024521,52.3869718
Cruquiuskade 59 1018 AM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40686398-cruquiuskade-59/?navigateSource=resultlist,112,600,5,112,1018,4.9288139,52.3676006
Taman Sapituin 9 1019 SJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40661574-taman-sapituin-9/?navigateSource=resultlist,81,425,3,81,1019,4.9292736,52.3785404
Schierstins 46 1082 TH Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40666346-schierstins-46/?navigateSource=resultlist,67,325,3,67,1082,4.8747581,52.3340164
Johan Huizingalaan 290 II 1065 JN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40533540-johan-huizingalaan-290-ii/?navigateSource=resultlist,71,250,4,71,1065,4.8270252,52.35378000000001
Valentijnkade 55 -A 1095 JK Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40508721-valentijnkade-55-a/?navigateSource=resultlist,75,450,3,75,1095,4.9429871,52.3585104
Ben van Meerendonkstraat 283 1087 LN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40563883-ben-van-meerendonkstraat-283/?navigateSource=resultlist,90,350,4,90,1087,5.0119771,52.3491738
Prinsengracht 260 -II 1016 HG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40744089-prinsengracht-260-ii/?navigateSource=resultlist,65,585,3,65,1016,4.882492099999999,52.3714649
Van Boshuizenstraat 189 1083 AV Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40733350-van-boshuizenstraat-189/?navigateSource=resultlist,71,399,3,71,1083,4.8857199,52.324743
Arent Janszoon Ernststraat 17 1083 GP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40733517-arent-janszoon-ernststraat-17/?navigateSource=resultlist,135,495,4,135,1083,4.8891616,52.3317681
Van Hogendorpstraat 161 I 1051 BN Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40732064-van-hogendorpstraat-161-i/?navigateSource=resultlist,51,300,2,51,1051,4.8731946,52.38288499999999
Karel Doormanstraat 142 II 1055 VJ Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40739295-karel-doormanstraat-142-ii/?navigateSource=resultlist,53,295,4,53,1055,4.857355699999999,52.3792944
Tommaso Albinonistraat 158 1083 HM Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-86193827-tommaso-albinonistraat-158/?navigateSource=resultlist,180,1395,4,180,1083,4.887331200000001,52.3353644
Keizersgracht 20 B 1015 CP Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40738680-keizersgracht-20-b/?navigateSource=resultlist,140,1250,4,140,1015,4.8889968,52.3791417
Alblasstraat 11 I 1079 ZG Amsterdam,https://www.funda.nl/koop/amsterdam/appartement-40737175-alblasstraat-11-i/?navigateSource=resultlist,54,339,3,54,1079,4.899533,52.3425337
